short,географическое распростонение,"Длина
",Ширина,leaf_ind,Площадь,curvtop,curvbasis,Длина контура,circularity,pwid,BIO 1,BIO 2,BIO3,BIO 4,BIO 5,BIO 6,BIO 7,BIO 8,BIO 9,BIO 10,BIO 11,BIO 12,BIO 13,BIO 14,BIO 15,BIO 16,BIO 17,BIO 18,BIO 19
hasan_N,континентальное,"4,7215","1,771","0,3751","5,5018","12,8579","1,1003","10,3381","6,8592","-0,067",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,5811","1,6868","0,3682","5,1514","4,4712","3,0953","9,9858","6,7907","-0,0091",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"2,7124","1,0099","0,3723","1,8311","4,1882","1,0177","5,9562","6,8076","-0,0585",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"3,159","1,3681","0,4331","2,8837","4,9241","2,2653","7,1347","5,0859","-0,0407",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"2,6077","0,9886","0,3791","1,8961","9,4065","4,2897","5,8438","5,444","0,0502",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,2685","1,5609","0,3657","4,83","2,1256","3,7513","9,4743","6,018","0,0698",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"3,8698","1,6471","0,4256","4,3325","4,795","4,3028","8,7442","5,0816","-0,0447",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"5,3307","1,8746","0,3517","6,5943","5,5656","3,1522","11,5605","7,7002","0,0035",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"5,3696","1,4852","0,2766","5,5314","4,2726","3,3532","11,3955","10,9103","-0,005",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,8795","1,3441","0,2755","4,6089","7,3941","2,1143","10,3368","10,6167","-0,0415",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,9865","1,3031","0,2613","4,4946","4,7474","1,6057","10,5872","12,3719","-0,0527",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,9619","1,4384","0,2899","4,9077","3,8513","2,7686","10,6011","10,3329","-0,0122",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"5,0258","1,84","0,3661","6,2656","6,643","3,1205","11,0574","6,9474","0,0192",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,7238","1,8459","0,3908","5,9548","5,162","2,5935","10,4757","5,8627","-0,0179",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"5,0332","1,801","0,3578","6,0065","4,8631","2,7092","10,9971","7,5679","0,0247",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,1325","1,8882","0,4569","5,4482","7,9335","4,2798","9,4519","3,8313","-0,0557",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,3917","1,8946","0,4314","5,4897","11,6056","1,8505","9,845","5,089","-0,0231",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,7137","2,0677","0,4387","6,6779","10,947","3,696","10,6626","4,4585","-0,0609",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,4445","2,0118","0,4527","6,0173","5,6972","2,6474","10,0698","4,2851","-0,0394",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"3,9128","1,5565","0,3978","4,2546","8,6321","2,8066","8,7429","5,3993","-0,1055",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,6531","1,9494","0,4189","6,2468","4,0472","3,1025","10,4804","5,0168","-0,0286",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,4657","1,5718","0,352","4,9198","6,117","1,3232","9,7696","6,834","-0,0828",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,2903","1,7014","0,3966","4,8064","9,0663","1,3793","9,4765","6,118","-0,0813",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"3,8352","1,5549","0,4054","4,0305","8,2794","3,9281","8,562","5,622","-0,0928",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,9532","1,942","0,3921","6,8075","3,9677","4,5976","11,0445","5,3521","0,0251",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,4313","1,7706","0,3996","5,4883","2,4434","10,4626","9,9371","5,4258","0,0803",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,1868","1,5823","0,3779","4,6629","2,5775","1,9924","9,3548","6,2015","0,0817",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,9477","1,7815","0,3601","6,3118","5,9491","1,8161","10,8896","6,2212","0,0105",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,5351","1,6386","0,3613","5,1601","3,6411","10,2284","9,9556","6,6411","-0,0535",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"3,4975","1,392","0,398","3,543","4,0173","1,7748","7,9415","5,2342","-0,0186",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,8629","2,0322","0,4179","7,0066","2,9075","3,9714","11,0749","4,9391","0,0665",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"2,5706","1,062","0,4131","2,0773","2,2366","1,9542","5,953","4,4933","0,0369",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"5,4412","1,8591","0,3417","6,7933","5,9009","6,9224","11,8764","8,1967","-0,0389",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,6867","1,574","0,3358","5,4457","2,0321","4,5793","10,3787","7,2138","-0,0068",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,496","1,7848","0,397","5,657","3,8403","2,4405","10,0753","5,378","-0,0262",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,6207","2,142","0,4636","6,5284","5,9811","1,2165","10,4998","4,3206","-0,0305",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"4,8122","1,7376","0,3611","5,5854","8,0646","3,7861","10,5139","7,225","0,0044",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"3,8531","1,3761","0,3572","3,5664","1,8073","3,5067","8,4539","7,4733","0,0334",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"3,4946","1,2969","0,3711","3,3834","5,8813","1,2331","7,8329","5,5676","0,0422",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"3,6038","1,3887","0,3854","3,3849","4,6034","8,3804","8,0434","6,5467","0,082",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"3,478","1,3942","0,4009","3,5385","2,0564","6,3876","7,8857","5,0076","0,0863",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"3,5187","1,2451","0,3539","3,1662","2,1084","1,2727","7,8152","6,7237","0,0732",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
hasan_N,континентальное,"3,6944","1,476","0,3995","4,1092","2,7605","4,0736","8,4579","4,8423","0,0898",5,"7,5","1,9","1050,4","23,1","-15,3","38,4","17,9","-9,5","17,9","-9,5",774,150,15,66,380,54,380,54
nadezd,континентальное,"5,2239","1,9374","0,3709","7,0485","1,8483","8,985","11,5565","6,3813","0,0347","5,84","8,07",2,"1089,64","24,57","-15,43",40,"19,1","-9,16","19,1","-9,16","721,94",144,10,72,"370,63",40,"370,63",40
nadezd,континентальное,"3,234","1,5565","0,4813","3,611","2,6372","5,6093","7,5369","3,1647","-0,001","5,84","8,07",2,"1089,64","24,57","-15,43",40,"19,1","-9,16","19,1","-9,16","721,94",144,10,72,"370,63",40,"370,63",40
nadezd,континентальное,"4,4145","1,783","0,4039","5,5184","5,8964","9,4299","9,8975","5,1854","0,033","5,84","8,07",2,"1089,64","24,57","-15,43",40,"19,1","-9,16","19,1","-9,16","721,94",144,10,72,"370,63",40,"370,63",40
nadezd,континентальное,"4,6481","2,1503","0,4626","6,593","8,2863","4,3046","10,5398","4,283","-0,0208","5,84","8,07",2,"1089,64","24,57","-15,43",40,"19,1","-9,16","19,1","-9,16","721,94",144,10,72,"370,63",40,"370,63",40
nadezd,континентальное,"4,5618","1,8623","0,4082","5,7026","5,5426","2,5692","10,1675","5,5618","-0,0547","5,84","8,07",2,"1089,64","24,57","-15,43",40,"19,1","-9,16","19,1","-9,16","721,94",144,10,72,"370,63",40,"370,63",40
nadezd,континентальное,"2,7724","1,741","0,628","3,5693","1,8123","6,8298","7,0593","1,3954","0,0046","5,84","8,07",2,"1089,64","24,57","-15,43",40,"19,1","-9,16","19,1","-9,16","721,94",144,10,72,"370,63",40,"370,63",40
nadezd,континентальное,"5,4911","2,1239","0,3868","8,5526","8,776","4,9374","12,33","5,2095","0,043","5,84","8,07",2,"1089,64","24,57","-15,43",40,"19,1","-9,16","19,1","-9,16","721,94",144,10,72,"370,63",40,"370,63",40
nadezd,континентальное,"4,4121","1,995","0,4522","6,1763","4,9575","4,3292","10,1319","4,0544","0,0387","5,84","8,07",2,"1089,64","24,57","-15,43",40,"19,1","-9,16","19,1","-9,16","721,94",144,10,72,"370,63",40,"370,63",40
nadezd,континентальное,"5,4001","2,0829","0,3857","7,629","10,5104","6,2099","11,9257","6,0758","0,0088","5,84","8,07",2,"1089,64","24,57","-15,43",40,"19,1","-9,16","19,1","-9,16","721,94",144,10,72,"370,63",40,"370,63",40
nadezd,континентальное,"5,1123","2,2981","0,4495","7,8768","12,0812","5,2053","11,5706","4,4301","-0,0415","5,84","8,07",2,"1089,64","24,57","-15,43",40,"19,1","-9,16","19,1","-9,16","721,94",144,10,72,"370,63",40,"370,63",40
nadezd,континентальное,"4,0962","2,1673","0,5291","5,7145","5,9694","5,2887","9,5702","3,4611","-0,0123","5,84","8,07",2,"1089,64","24,57","-15,43",40,"19,1","-9,16","19,1","-9,16","721,94",144,10,72,"370,63",40,"370,63",40
nadezd,континентальное,"3,9736","1,743","0,4387","4,8316","2,721","5,3528","9,0324","4,3191","-0,0456","5,84","8,07",2,"1089,64","24,57","-15,43",40,"19,1","-9,16","19,1","-9,16","721,94",144,10,72,"370,63",40,"370,63",40
nadezd,континентальное,"5,4176","2,0705","0,3822","7,193","6,4164","3,7324","11,8416","6,928","-0,0183","5,84","8,07",2,"1089,64","24,57","-15,43",40,"19,1","-9,16","19,1","-9,16","721,94",144,10,72,"370,63",40,"370,63",40
nadezd,континентальное,"3,629","1,6217","0,4469","4,0179","6,9589","0,6611","8,2958","4,5621","0,0479","5,84","8,07",2,"1089,64","24,57","-15,43",40,"19,1","-9,16","19,1","-9,16","721,94",144,10,72,"370,63",40,"370,63",40
nadezd,континентальное,"4,2606","1,5683","0,3681","4,7921","5,578","4,1775","9,447","6,0573","-0,0637","5,84","8,07",2,"1089,64","24,57","-15,43",40,"19,1","-9,16","19,1","-9,16","721,94",144,10,72,"370,63",40,"370,63",40
nadezd,континентальное,"3,977","1,8328","0,4608","4,9824","11,1278","0,3783","9,0695","3,9428","0,0079","5,84","8,07",2,"1089,64","24,57","-15,43",40,"19,1","-9,16","19,1","-9,16","721,94",144,10,72,"370,63",40,"370,63",40
nadezd,континентальное,"3,3103","1,2963","0,3916","3,0598","5,4482","2,3018","7,4077","5,3672","0,0325","5,84","8,07",2,"1089,64","24,57","-15,43",40,"19,1","-9,16","19,1","-9,16","721,94",144,10,72,"370,63",40,"370,63",40
nakh,континентальное,"5,0956","2,2174","0,4352","7,76","5,2466","2,5541","11,5067","4,4962","-0,0154","5,5",10,"2,2","1238,7","21,2","-23,2","44,4","14,9","-16,6","15,1","-16,6",827,157,15,68,404,53,397,53
nakh,континентальное,"4,0714","1,5333","0,3766","4,3371","3,1749","1,3451","9,0056","6,1327","-0,0724","5,5",10,"2,2","1238,7","21,2","-23,2","44,4","14,9","-16,6","15,1","-16,6",827,157,15,68,404,53,397,53
nakh,континентальное,"3,7044","1,4349","0,3873","3,796","5,7336","1,4465","8,2458","5,3454","-0,0418","5,5",10,"2,2","1238,7","21,2","-23,2","44,4","14,9","-16,6","15,1","-16,6",827,157,15,68,404,53,397,53
nakh,континентальное,"4,1227","1,6168","0,3922","4,6845","4,2434","2,4761","9,2031","5,514","-0,0274","5,5",10,"2,2","1238,7","21,2","-23,2","44,4","14,9","-16,6","15,1","-16,6",827,157,15,68,404,53,397,53
nakh,континентальное,"4,1579","1,4848","0,3571","4,1736","4,2753","4,0877","9,0991","7,2714","-0,0657","5,5",10,"2,2","1238,7","21,2","-23,2","44,4","14,9","-16,6","15,1","-16,6",827,157,15,68,404,53,397,53
nakh,континентальное,"5,4665","2,3706","0,4337","8,7372","5,01","2,0599","12,3078","4,7712","0,0705","5,5",10,"2,2","1238,7","21,2","-23,2","44,4","14,9","-16,6","15,1","-16,6",827,157,15,68,404,53,397,53
nakh,континентальное,"4,3923","1,5722","0,358","4,6918","4,7311","2,0187","9,6186","7,1529","-0,1095","5,5",10,"2,2","1238,7","21,2","-23,2","44,4","14,9","-16,6","15,1","-16,6",827,157,15,68,404,53,397,53
nakh,континентальное,"4,5262","1,6748","0,37","5,4235","4,9331","3,9734","10,0615","6,0995","-0,0777","5,5",10,"2,2","1238,7","21,2","-23,2","44,4","14,9","-16,6","15,1","-16,6",827,157,15,68,404,53,397,53
nakh,континентальное,"4,7329","2,0151","0,4258","6,7423","3,745","0,7798","10,7013","4,4187","-0,0484","5,5",10,"2,2","1238,7","21,2","-23,2","44,4","14,9","-16,6","15,1","-16,6",827,157,15,68,404,53,397,53
popov,островное,"5,0395","2,4279","0,4818","8,4946","2,5153","4,4412","11,6994","3,5468","0,0726","5,15","9,67","2,19","1181,87","25,43","-17,94","43,37","19,05","-11,25","19,05","-11,25","643,57","118,46","8,07","70,93","320,12","36,2","320,12","36,2"
popov,островное,"5,7916","2,2242","0,384","9,3512","4,1347","3,3756","12,9544","5,3796","-0,0224","5,15","9,67","2,19","1181,87","25,43","-17,94","43,37","19,05","-11,25","19,05","-11,25","643,57","118,46","8,07","70,93","320,12","36,2","320,12","36,2"
popov,островное,"4,7945","2,1133","0,4408","7,53","3,2776","1,4207","11,1101","3,8258","-0,0877","5,15","9,67","2,19","1181,87","25,43","-17,94","43,37","19,05","-11,25","19,05","-11,25","643,57","118,46","8,07","70,93","320,12","36,2","320,12","36,2"
popov,островное,"5,4388","2,5743","0,4733","9,8825","2,8067","6,2215","12,6134","3,5325","0,0926","5,15","9,67","2,19","1181,87","25,43","-17,94","43,37","19,05","-11,25","19,05","-11,25","643,57","118,46","8,07","70,93","320,12","36,2","320,12","36,2"
popov,островное,"4,3363","1,8106","0,4175","5,1068","8,1501","2,8864","9,6617","5,7127","0,0293","5,15","9,67","2,19","1181,87","25,43","-17,94","43,37","19,05","-11,25","19,05","-11,25","643,57","118,46","8,07","70,93","320,12","36,2","320,12","36,2"
popov,островное,"3,9039","1,6934","0,4338","4,4044","3,1062","1,9509","8,7947","4,9948","0,1131","5,15","9,67","2,19","1181,87","25,43","-17,94","43,37","19,05","-11,25","19,05","-11,25","643,57","118,46","8,07","70,93","320,12","36,2","320,12","36,2"
popov,островное,"3,63","1,7644","0,4861","4,331","5,5736","2,7528","8,3739","3,6241","0,0158","5,15","9,67","2,19","1181,87","25,43","-17,94","43,37","19,05","-11,25","19,05","-11,25","643,57","118,46","8,07","70,93","320,12","36,2","320,12","36,2"
popov,островное,"4,2877","1,8911","0,4411","5,4495","11,3698","1,5771","9,7259","4,7917","0,0613","5,15","9,67","2,19","1181,87","25,43","-17,94","43,37","19,05","-11,25","19,05","-11,25","643,57","118,46","8,07","70,93","320,12","36,2","320,12","36,2"
popov,островное,"3,3734","1,4492","0,4296","3,2915","9,7889","9,1838","7,5802","4,8902","0,0752","5,15","9,67","2,19","1181,87","25,43","-17,94","43,37","19,05","-11,25","19,05","-11,25","643,57","118,46","8,07","70,93","320,12","36,2","320,12","36,2"
popov,островное,"3,1778","1,5488","0,4874","3,3253","3,7316","7,8555","7,3486","3,6732","0,0641","5,15","9,67","2,19","1181,87","25,43","-17,94","43,37","19,05","-11,25","19,05","-11,25","643,57","118,46","8,07","70,93","320,12","36,2","320,12","36,2"
popov,островное,"3,9185","1,863","0,4754","5,3364","3,9537","3,2693","9,1665","3,1794","0,0264","5,15","9,67","2,19","1181,87","25,43","-17,94","43,37","19,05","-11,25","19,05","-11,25","643,57","118,46","8,07","70,93","320,12","36,2","320,12","36,2"
popov,островное,"7,0152","2,3275","0,3318","11,4621","3,4475","2,0453","15,1948","7,5767","0,0044","5,15","9,67","2,19","1181,87","25,43","-17,94","43,37","19,05","-11,25","19,05","-11,25","643,57","118,46","8,07","70,93","320,12","36,2","320,12","36,2"
popov,островное,"4,0955","1,5063","0,3678","4,283","6,6818","4,3566","9,0218","6,4375","0,0624","5,15","9,67","2,19","1181,87","25,43","-17,94","43,37","19,05","-11,25","19,05","-11,25","643,57","118,46","8,07","70,93","320,12","36,2","320,12","36,2"
popov,островное,"4,9417","1,9281","0,3902","6,3289","5,028","1,8269","10,8982","6,2","-0,0246","5,15","9,67","2,19","1181,87","25,43","-17,94","43,37","19,05","-11,25","19,05","-11,25","643,57","118,46","8,07","70,93","320,12","36,2","320,12","36,2"
popov,островное,"5,2502","1,78","0,339","6,3963","4,9956","3,2868","11,3741","7,6595","-0,0306","5,15","9,67","2,19","1181,87","25,43","-17,94","43,37","19,05","-11,25","19,05","-11,25","643,57","118,46","8,07","70,93","320,12","36,2","320,12","36,2"
askold,островное,"4,7149","1,8125","0,3844","5,6493","6,9453","7,1085","10,3457","6,3796","0,0646","6,08","7,59","1,9","1059,7","24,38","-14,43","38,82","19,08","-8,54","19,08","-8,54","728,16","139,08",14,"65,24","354,16","51,08","354,16","51,08"
askold,островное,"4,0336","1,6318","0,4045","4,0822","5,9007","8,0422","8,9105","6,8833","-0,0405","6,08","7,59","1,9","1059,7","24,38","-14,43","38,82","19,08","-8,54","19,08","-8,54","728,16","139,08",14,"65,24","354,16","51,08","354,16","51,08"
askold,островное,"2,7382","1,3693","0,5001","2,6456","3,9828","0,5881","6,4478","3,1482","0,0738","6,08","7,59","1,9","1059,7","24,38","-14,43","38,82","19,08","-8,54","19,08","-8,54","728,16","139,08",14,"65,24","354,16","51,08","354,16","51,08"
askold,островное,"3,266","1,2282","0,3761","2,7114","10,4851","7,7298","7,2148","6,6317","0,0019","6,08","7,59","1,9","1059,7","24,38","-14,43","38,82","19,08","-8,54","19,08","-8,54","728,16","139,08",14,"65,24","354,16","51,08","354,16","51,08"
oktyabr,континентальное,"3,4256","1,3518","0,3946","3,3273","1,639","9,0209","7,721","5,3503","-0,0062","6,2","8,15","2,07","1038,25","24,65","-13,69","38,34","18,98","-6,11","18,98",-8,"785,59","132,67","21,48","56,09","354,67","73,57","354,67","76,31"
oktyabr,континентальное,"3,7386","1,6458","0,4402","4,6239","1,7512","1,433","8,6703","3,6911","0,0207","6,2","8,15","2,07","1038,25","24,65","-13,69","38,34","18,98","-6,11","18,98",-8,"785,59","132,67","21,48","56,09","354,67","73,57","354,67","76,31"
oktyabr,континентальное,"2,9507","1,3116","0,4445","2,8341","3,6984","7,5739","6,7816","3,661","0,0186","6,2","8,15","2,07","1038,25","24,65","-13,69","38,34","18,98","-6,11","18,98",-8,"785,59","132,67","21,48","56,09","354,67","73,57","354,67","76,31"
oktyabr,континентальное,"2,3088","0,9198","0,3984","1,513","5,6216","1,6751","5,1813","5,1773","-0,1136","6,2","8,15","2,07","1038,25","24,65","-13,69","38,34","18,98","-6,11","18,98",-8,"785,59","132,67","21,48","56,09","354,67","73,57","354,67","76,31"
oktyabr,континентальное,"2,9481","1,4203","0,4818","2,8803","8,2233","1,5962","6,8188","3,5763","-0,0396","6,2","8,15","2,07","1038,25","24,65","-13,69","38,34","18,98","-6,11","18,98",-8,"785,59","132,67","21,48","56,09","354,67","73,57","354,67","76,31"
oktyabr,континентальное,"2,7637","1,095","0,3962","2,2712","2,0847","3,5879","6,2829","4,8141","0,0687","6,2","8,15","2,07","1038,25","24,65","-13,69","38,34","18,98","-6,11","18,98",-8,"785,59","132,67","21,48","56,09","354,67","73,57","354,67","76,31"
shkot,континентальное,"3,7373","1,3927","0,3727","3,525","3,7821","3,2351","8,2189","6,5968","-0,0212","5,6","7,8","1,9","1112,3","24,5",-16,"40,5","19,1","-9,8","19,1","-9,8",715,135,10,69,357,43,357,43
shkot,континентальное,"3,282","1,4125","0,4304","3,1362","3,9174","7,6352","7,4207","4,9924","0,0676","5,6","7,8","1,9","1112,3","24,5",-16,"40,5","19,1","-9,8","19,1","-9,8",715,135,10,69,357,43,357,43
shkot,континентальное,"4,253","1,5844","0,3725","4,6827","3,3743","4,289","9,42","6,3833","0,0049","5,6","7,8","1,9","1112,3","24,5",-16,"40,5","19,1","-9,8","19,1","-9,8",715,135,10,69,357,43,357,43
shkot,континентальное,"5,7115","2,1675","0,3795","8,5298","7,0774","3,0226","12,6041","6,058","0,022","5,6","7,8","1,9","1112,3","24,5",-16,"40,5","19,1","-9,8","19,1","-9,8",715,135,10,69,357,43,357,43
shkot,континентальное,"5,8585","2,2579","0,3854","8,9711","6,043","3,5214","12,935","6,0839","0,0245","5,6","7,8","1,9","1112,3","24,5",-16,"40,5","19,1","-9,8","19,1","-9,8",715,135,10,69,357,43,357,43
shkot,континентальное,"6,1772","2,2129","0,3582","8,7388","10,8536","4,5661","13,3962","7,9695","0,0379","5,6","7,8","1,9","1112,3","24,5",-16,"40,5","19,1","-9,8","19,1","-9,8",715,135,10,69,357,43,357,43
shkot,континентальное,"4,1401","1,8464","0,446","5,4974","6,3537","1,7846","9,5442","4,0035","0,0152","5,6","7,8","1,9","1112,3","24,5",-16,"40,5","19,1","-9,8","19,1","-9,8",715,135,10,69,357,43,357,43
shkot,континентальное,"4,3614","2,1992","0,5042","6,5162","5,5084","2,8999","10,1552","3,2599","-0,084","5,6","7,8","1,9","1112,3","24,5",-16,"40,5","19,1","-9,8","19,1","-9,8",715,135,10,69,357,43,357,43
shkot,континентальное,"3,4745","1,795","0,5166","4,1106","7,0865","4,9837","8,0945","3,3732","0,0126","5,6","7,8","1,9","1112,3","24,5",-16,"40,5","19,1","-9,8","19,1","-9,8",715,135,10,69,357,43,357,43
shkot,континентальное,"3,8275","1,6778","0,4383","4,5233","4,3786","1,1632","8,6849","4,1088","-0,0458","5,6","7,8","1,9","1112,3","24,5",-16,"40,5","19,1","-9,8","19,1","-9,8",715,135,10,69,357,43,357,43
shkot,континентальное,"2,6483","1,3797","0,521","2,6112","2,2842","9,7948","6,3299","2,778","0,0474","5,6","7,8","1,9","1112,3","24,5",-16,"40,5","19,1","-9,8","19,1","-9,8",715,135,10,69,357,43,357,43
shkot,континентальное,"1,8948","1,102","0,5816","1,5401","1,55","2,705","4,7092","1,8332","0,0628","5,6","7,8","1,9","1112,3","24,5",-16,"40,5","19,1","-9,8","19,1","-9,8",715,135,10,69,357,43,357,43
shkot,континентальное,"2,6756","1,2622","0,4718","2,3356","5,7605","4,3474","6,133","3,538","-0,0258","5,6","7,8","1,9","1112,3","24,5",-16,"40,5","19,1","-9,8","19,1","-9,8",715,135,10,69,357,43,357,43
shkot,континентальное,"3,566","1,6659","0,4672","4,122","5,6392","4,6391","8,2099","3,7853","-0,0167","5,6","7,8","1,9","1112,3","24,5",-16,"40,5","19,1","-9,8","19,1","-9,8",715,135,10,69,357,43,357,43
shkot,континентальное,"3,5378","1,6981","0,48","4,2577","5,6504","0,5876","8,193","3,1991","-0,0228","5,6","7,8","1,9","1112,3","24,5",-16,"40,5","19,1","-9,8","19,1","-9,8",715,135,10,69,357,43,357,43
shkot,континентальное,"2,778","1,4595","0,5254","2,8148","2,5407","4,5042","6,5785","2,8081","-0,0263","5,6","7,8","1,9","1112,3","24,5",-16,"40,5","19,1","-9,8","19,1","-9,8",715,135,10,69,357,43,357,43
shkot,континентальное,"3,8267","1,9488","0,5093","5,1833","3,0925","1,2615","8,9855","3,0102","0,0046","5,6","7,8","1,9","1112,3","24,5",-16,"40,5","19,1","-9,8","19,1","-9,8",715,135,10,69,357,43,357,43
shkot,континентальное,"4,3824","1,3415","0,3061","4,0189","4,6349","1,0818","9,4193","9,5105","-0,0176","5,6","7,8","1,9","1112,3","24,5",-16,"40,5","19,1","-9,8","19,1","-9,8",715,135,10,69,357,43,357,43
